age,balance,campaign,day,default_yes,duration,education,housing_yes,loan_yes,marital_married,marital_single,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,pdays,poutcome_not_contacted,poutcome_other,poutcome_success,previous
32,298,1,8,0,494,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
55,223,5,8,0,273,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
55,1909,1,8,0,167,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,745,1,8,0,88,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,-468,2,8,0,88,tertiary,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,77,1,8,0,191,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
40,1468,2,8,0,63,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
40,8844,1,8,0,204,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,6127,3,8,0,127,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,0,1,8,0,83,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,1190,1,8,0,136,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,4388,3,8,0,52,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
57,1171,5,8,0,448,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
49,1264,3,8,0,140,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,2957,3,8,0,733,tertiary,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
48,2083,3,8,0,88,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
40,949,1,8,0,182,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,483,3,8,0,580,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
52,1639,1,8,0,93,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
48,801,1,8,0,80,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,10088,6,8,0,72,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,2455,6,8,0,244,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,2,1,8,0,848,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
37,274,3,8,0,173,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
44,1707,3,8,0,406,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,832,4,8,0,229,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
54,196,4,8,0,604,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,795,3,8,0,131,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,1,3,8,0,1242,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
59,2768,5,8,0,94,secondary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
41,800,2,8,0,899,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,2093,6,8,0,371,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,591,2,8,0,889,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
54,98,4,8,0,420,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,367,3,8,0,515,secondary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,167,3,8,0,79,secondary,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,778,10,8,0,71,secondary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
49,443,6,8,0,27,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,3003,3,8,0,358,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
53,2385,8,8,0,498,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
38,11971,3,8,0,327,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,344,3,8,0,179,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,2745,3,8,0,306,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,571,2,8,0,390,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,1103,3,8,0,209,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,3897,3,8,0,231,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,1795,7,8,0,922,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,4,4,8,0,1206,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
49,229,2,8,0,219,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
52,432,4,8,0,424,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,269,5,8,0,188,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
47,254,3,8,0,492,primary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,2846,3,8,0,174,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
51,257,4,8,0,453,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
47,1765,3,8,0,59,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,7982,5,8,0,263,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
47,73,3,8,0,57,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,2759,2,8,0,329,tertiary,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,862,3,8,0,166,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
51,4596,5,8,0,334,tertiary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
57,243,4,8,0,108,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,449,3,8,0,765,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,344,3,8,0,62,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,1650,5,8,0,885,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
41,2127,7,8,0,120,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
48,104,4,8,0,103,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
51,1113,4,8,0,391,secondary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
60,581,2,8,0,89,tertiary,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
41,365,5,8,0,203,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,1433,3,8,0,170,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
61,368,3,8,0,62,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,179,8,8,0,14,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
37,189,4,8,0,148,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,58,2,8,0,116,secondary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,326,7,8,0,17,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
47,233,3,8,0,293,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
50,592,4,8,0,445,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,438,5,8,0,262,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,0,3,11,0,176,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,323,3,11,0,120,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
51,440,5,11,0,46,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,727,4,11,0,68,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
54,1349,6,11,0,697,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
58,1894,6,11,0,153,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,0,7,11,0,57,primary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,3275,4,11,0,326,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
44,935,5,11,0,70,tertiary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,1297,3,11,0,716,tertiary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,312,4,11,0,67,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
45,115,4,11,0,209,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
38,399,4,11,0,367,secondary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
52,2569,5,11,0,258,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,3297,2,11,0,99,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
56,750,3,11,0,92,secondary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,337,5,11,0,177,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
54,221,2,11,0,413,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,388,2,11,0,144,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
45,0,4,11,0,102,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
41,13,4,11,0,155,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,116,2,11,0,145,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,380,4,11,0,77,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,6086,2,11,0,210,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,50,3,11,0,106,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
49,348,2,11,0,105,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,212,2,11,0,98,secondary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,106,2,11,0,588,tertiary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
53,618,2,11,0,73,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,553,2,11,0,106,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
49,-232,2,11,0,106,primary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,1214,2,11,0,104,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,454,2,11,0,73,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,41,2,11,0,100,primary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
38,1440,2,11,0,111,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
57,2416,2,11,0,74,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
44,5163,2,11,0,48,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,1496,2,11,0,303,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
51,385,2,11,0,39,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
56,705,2,11,0,86,tertiary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
52,347,2,11,0,217,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,2277,2,11,0,55,tertiary,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
47,838,3,11,0,72,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,274,2,11,0,97,secondary,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
42,687,2,11,0,667,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
38,1100,2,11,0,347,tertiary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,5108,4,11,0,165,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
48,476,3,11,0,856,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,4231,2,11,0,382,tertiary,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,0,2,11,0,84,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
55,161,2,11,0,226,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,268,4,11,0,47,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,13338,4,11,0,103,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,321,2,11,0,156,secondary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,14,2,11,0,113,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
53,657,2,11,0,147,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,9,4,11,0,386,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
54,2950,2,11,0,45,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,8408,2,11,0,121,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
55,462,2,11,0,116,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,5,2,11,0,126,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,7513,2,11,0,269,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
60,115,2,11,0,82,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,348,2,11,0,71,tertiary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,394,2,11,0,218,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,2764,2,11,0,270,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,-112,2,11,0,187,secondary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,319,2,11,0,565,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
58,3568,2,11,0,226,primary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
56,944,4,11,0,172,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,2,4,11,0,239,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
45,1410,2,11,0,71,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
48,3886,2,11,0,297,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
56,2750,2,11,0,115,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,787,2,11,0,72,tertiary,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,67,2,11,0,55,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
56,646,2,11,0,164,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
44,1879,4,11,0,88,secondary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,98,2,11,0,69,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
37,3043,4,11,0,123,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,405,3,11,0,138,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
45,1395,4,11,0,243,secondary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,564,2,11,0,166,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
27,174,2,11,0,82,tertiary,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
60,371,8,11,0,102,tertiary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
52,0,4,11,0,179,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,0,2,11,0,108,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,44,2,11,0,187,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,-276,4,11,0,121,tertiary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
50,2167,2,11,0,123,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,69,2,11,0,257,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
37,340,4,11,0,90,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
40,99,2,11,0,275,tertiary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,644,2,11,0,99,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
58,15,2,11,0,57,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,0,5,11,0,101,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,5665,4,11,0,72,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
59,3843,4,11,0,104,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
55,756,3,11,0,210,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,699,4,11,0,213,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,131,6,11,0,384,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,11797,2,11,0,95,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,7567,2,11,0,70,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
50,235,2,11,0,71,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,1463,2,11,0,97,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,0,2,11,0,237,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,370,2,11,0,116,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,614,4,11,0,72,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,2421,4,11,0,170,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,2123,2,11,0,217,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,361,2,11,0,169,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
49,112,2,11,0,97,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
45,0,6,11,0,79,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,15,2,11,0,119,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,272,2,11,0,86,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
54,500,4,11,0,56,tertiary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
42,5455,4,11,0,149,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,1763,2,11,0,246,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,0,2,11,0,155,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,-11,2,11,1,139,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,159,2,11,0,160,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
47,4520,2,11,0,356,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,448,2,11,0,135,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,3184,2,11,0,135,secondary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,0,2,11,0,309,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,942,4,11,0,53,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
59,997,4,11,0,250,secondary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,4889,2,11,0,545,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,259,2,11,0,316,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
53,1242,2,11,0,168,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
59,518,2,11,0,230,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,1260,9,11,0,204,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,1532,2,11,0,61,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
45,1780,4,11,0,52,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
36,-2,2,11,0,242,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,54,2,11,0,194,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,-292,2,11,0,111,tertiary,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
42,-209,2,11,0,90,primary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
60,1210,2,11,0,231,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
52,5521,4,11,0,126,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
45,2388,2,11,0,317,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,3470,2,11,0,285,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
40,1148,2,11,0,105,secondary,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
41,214,2,11,0,228,secondary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,901,2,11,0,76,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,1569,2,11,0,149,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
34,0,2,11,0,331,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
39,246,2,11,0,86,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,1804,2,11,0,80,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
43,7876,2,11,0,209,secondary,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,1120,2,11,0,1070,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
57,2785,4,11,0,610,primary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,834,2,11,0,144,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
31,3194,2,11,0,140,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
30,671,2,11,0,96,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
46,159,4,11,0,139,secondary,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
49,23917,4,11,0,51,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
60,2190,2,11,0,601,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
60,-240,6,11,0,152,secondary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
33,0,7,11,0,699,tertiary,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
32,344,15,11,0,255,secondary,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
35,416,4,11,0,591,tertiary,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
